ಬಳಕೆದಾರರು, ಹೋಟೆಲ್ ನ ಅಡುಗೆಮನೆಯ ಸ್ವಚ್ಛತೆಯನ್ನು ನೋಡಬಹುದು.	Balakedaararu, hotel na adugemaneya svachchateyannu nodabahudu.
ಸ್ಥಳೀಯ ಪ್ರದೇಶಗಳಲ್ಲಿ ಅವಶ್ಯಕವಾಗಿ ಇರಬೇಕಿಲ್ಲದ ಜಾಗತಿಕ ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಇಂಗಾಲದ ಪ್ರಮಾಣಕ್ಕೆ ಅಪಾಯದ ಮಟ್ಟವನ್ನು ಅಂದಾಜು ಮಾಡಲಾಗಿದೆ.	Sthaleeya pradeshagalalli avashyakavaagi irabekillada jaagatika parisara vyavastheya ingaalada pramaanakke apaayada mattavannu andaaju maadalaagide.
ಚಪ್ಪಡಿಗಳನ್ನು ಜೋಡಿಸಿದಾಗ ನೀರಿನ ಕಡೆಯ ಮುಖ ಲಂಬಕ್ಕೆ 300-450 ವರೆಗೆ ಓರೆಯಾಗಿರುತ್ತದೆ.	Chappadigalannu jodisidaaga neerina kadeya mukha lanbakke 300-450 varege oreyaagiruttade.
ಡಿ ಪದವಿಯನ್ನು ಪಡೆದರು,ಅಲ್ಲಿ ಅವರು ಪ್ರೋಟೀನ್ - ಡಿಎನ್ಎ ನಲ್ಲಿನ ಪರಸ್ಪರ ಕ್ರಿಯೆಯನ್ನು ಅಧ್ಯಯನ ಮಾಡಿದರು.	D padaviyannu padedaru,alli avaru Protein - DNA nallina paraspara kriyeyannu adhyayana maadidaru.
ಸೌರಮಾನ ಪದ್ಧತಿಯನ್ನು ಕೈಬಿಟ್ಟು ಚಾಂದ್ರಮಾನ ಪದ್ಧತಿ ಅನುಸರಿಸಲು ಆದೇಶ ಹೊರಡಿಸಲಾಯಿತು.	Sauramaana paddhatiyannu kaibittu chaandramaana paddhati anusarisalu aadesha horadisalaayitu.
ಯಾವುದೇರೇಷ್ಮೆ ಸೀರೆ ಇರಲಿ, ಹೊರಗಿನಕಾರ್ಯಕ್ರಮ ಮುಗಿಸಿ ಮನೆಗೆ ಬಂದತಕ್ಷಣಅದನ್ನು 1-2 ತಾಸು ಗಾಳಿಗೊಡ್ಡಿ ನಂತರ ಬೀರುವಿಲ್ಲದಬೇಕು.	Yaavudereshme seere irali, horaginakaaryakrama mugisi manege bandatakshanaadannu 1-2 taasu gaaligoddi nantara beeruvinallidabeku.
ಆಗ ಜನತೆ ಪರಂಪರಾನುಗತವಾಗಿ ಬಂದಿರುವ ಆಡಳಿತ ಪದ್ಧತಿ ಮತ್ತು ರಾಜಕೀಯ ವ್ಯವಸ್ಥೆಯ ವಿರುದ್ಧ ಬಂಡೆದ್ದು ಅದನ್ನು ನಿರ್ಮೂಲಗೊಳಿಸಿ ಅದರ ಸ್ಥಾನದಲ್ಲಿ ಒಂದು ಹೊಸ ವ್ಯವಸ್ಥೆಯನ್ನೇ ಸ್ಥಾಪಿಸಬಯಸುತ್ತದೆ.	Aaga janate paranparaanugatavaagi bandiruva aadalita paddhati mattu raajakeeya vyavastheya viruddha bandeddu adannu nirmoolagolisi adara sthaanadalli ondu hosa vyavastheyanne sthaapisabayasuttade.
ಸಸಿಗಳನ್ನು ನಾಟಿಮಾಡಿ ಬೆಳೆಸುವುದು ಕಷ್ಟ.	Sasigalannu naatimaadi belesuvudu kashta.
ಅವರು ಇಟಲಿಯಲ್ಲಿ ವೃತ್ತಿಪರ ಮತ್ತು ವಾಲಿಬಾಲ್ ನಲ್ಲಿ ಆಡಿದ ಮೊದಲ ಭಾರತೀಯ ವಾಲಿಬಾಲ್ ಆಟಗಾರ.	Avaru Italyyalli vruttipara mattu Volleyball nalli aadida modala bhaarateeya Volleyball aatagaara.
'ಔಮ್' ಅಥವಾ 'ಓಂ'ನನ್ನು ಆರ್ಯ ಸಮಾಜವು ದೇವರ ಅತಿ ಉನ್ನತ ಮತ್ತು ಸರಿಯಾದ ಹೆಸರೆಂದು ಪರಿಗಣಿಸುತ್ತದೆ.	Aum' athavaa 'om'nannu aarya samaajavu devara ati unnata mattu sariyaada hesarendu pariganisuttade.
ಇದನ್ನು ಬಹು ತಾರಾ ಮಂಡಲ ಗಳೆಂದು ಕರೆಯಲಾಗುತ್ತದೆ.	Idannu bahu taaraa mandala galendu kareyalaaguttade.
ಇದು ನ್ಯಾಷನಲ್ ಥಿಯೇಟರ್ ಫೆಸ್ಟಿವಲ್‌ನ ಅಂಗವಾಗಿ ನವದೆಹಲಿಯಲ್ಲಿ ಮೊದಲ ಪ್ರದರ್ಶನ ಕಂಡಿತ್ತು.	Idu National Theater Festivalna angavaagi NewDelhiyalli modala pradarshana kandittu.
ಬಿಡಿ ಮುತ್ತು (ಕವನ ಸಂಕಲನ)	Bidi muttu (kavana sankalana)
ಫೌಲರ್ ಉಳುಮೆ ವ್ಯವಸ್ಥೆಯು ಕುದುರೆಯಿಂದ ಎಳೆಯುವ ಉಳುಮೆಯಂತ್ರಗಳಿಗೆ ಹೋಲಿಸಿದಾಗ ವ್ಯಾಪಕವಾಗಿ ಕೃಷಿಭೂಮಿ ಉಳುಮೆಯ ವೆಚ್ಚವನ್ನು ತಗ್ಗಿಸಿತು.	Fowler ulume vyavastheyu kudureyinda eleyuva ulumeyantragalige holisidaaga vyaapakavaagi krushibhoomi ulumeya vechchavannu taggisitu.
ಶಂಖ, ಚಕ್ರ, ಗದಾಧಾರಿಯಾದ ಚನ್ನಿಗರಾಯನ ಇಕ್ಕೆಲಗಳಲ್ಲಿ ಶ್ರೀದೇವಿ, ಭೂದೇವಿಯರಿದ್ದಾರೆ.	Shankha, chakra, gadaadhaariyaada Channigaraayana ikkelagalalli shreedevi, bhoodeviyariddaare.
ಬೀಜಗಳಿಂದ ಬೇರಿನಿಂದ ಧಾರಕ ಸಸಿಗಳಿಓದ ಸಸ್ಯಾಭಿವೃದ್ಧಿ.	Beejagalinda berininda dhaaraka sasigalinda sasyaabhivruddhi.
೧೯೪೮ರ ಸೆಪ್ಟೆಂಬರಿನಲ್ಲಿ ಪಟೇಲರು ಭಾರತ ಇನ್ನು ಕಾಯಲಾಗದು ಎಂದು ರಾಜಾಜಿಯವರನ್ನು ಒಪ್ಪಿಸಿ, ಹೈದರಾಬಾದನ್ನು ವಶಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳಲು ಭಾರತದ ಸೇನೆಯನ್ನು ಕಳುಹಿಸಿದರು.	1948ra Septemberinalli patelaru bhaarata innu kaayalaagadu endu raajaajiyavarannu oppisi, Hyderabadannu vashakke tegedukollalu bhaaratada seneyannu kaluhisidaru.
ಕೆಲವರು ಅದು ತನ್ನ ’ಹೃದಯಕೇಂದ್ರ’ವಾದ ಉತ್ಪಾದನೆಯಲ್ಲೂ ದೊಡ್ಡ ಸವಾಲಾಗಿತ್ತು ಎನ್ನುತ್ತಾರೆ.	Kelavaru adu tanna 'hrudayakendra'vaada utpaadaneyalloo dodda savaalaagittu ennuttaare.
ಇಂತಹ ಸಂದರ್ಭಗಳಲ್ಲಿ ಡಬ್ಲುಎಚ್‍ಒದಿಂದ ಮಾನ್ಯತೆ ಪಡೆದ ಚುಚ್ಚುಮದ್ದು ಕೇಂದ್ರದ ವಿನಾಯಿತಿ ಪತ್ರದ ಅವಶ್ಯಕತೆಯಿದೆ.	Intaha sandarbhagalalli WHOdinda maanyate padeda chuchchumaddu kendrada vinaayiti patrada avashyakateyide.
ಮಹಾಭಾರತದ ಏಳನೆಯ ಅಧ್ಯಾಯದಲ್ಲಿ (ಪ್ರ.ಶ.ಪು. ೬೦೦) ನೊಣ, ಕಾಗೆ, ಹದ್ದುಗಳ ಉಪದ್ರವ ಮುಂಬರುವ ವಾಂತಿ, ಭೇದಿ ಸಾಂಕ್ರಾಮಿಕದ ಸೂಚನೆ ಎಂದಿದೆ.	Mahaabhaaratada elaneya adhyaayadalli (pra.sha.pu. 600) nona, kaage, haddugala upadrava munbaruva vaanti, bhedi saamkraamikada soochane endide.
ಬ್ರಾಹ್ಮಣನನ್ನು ಆಯುಧದಿಂದ ಹೊಡೆದು ರಕ್ತಸ್ರಾವಗೊಳಿಸುವುದರ ಪ್ರಾಯಶ್ಚಿತ್ತವಾಗಿ ಈ ಕೃಚ್ಛ್ರವನ್ನು ಆಚರಿಸಬೇಕೆಂದು ಮನುಧರ್ಮ ಸೂತ್ರ ಹೇಳಿದೆ.	Braahmananannu aayudhadinda hodedu raktasraavagolisuvudara praayashchittavaagi ee kruchchhravannu aacharisabekendu manudharma sootra helide.
ಸ್ಥಾಪಿಸಿತು.	Sthaapisitu.
ತರಪೇತು ಕೈಪಿಡಿಗಳು	Tarapetu kaipidigalu
ಆಡಂ ಸ್ಮಿತ್ತನ ದೃಷ್ಟಿಯಲ್ಲಿ ಪದಾರ್ಥೋತ್ಪಾದನೆ ಮಾತ್ರವೇ ಉತ್ಪಾದೀಶ್ರಮ; ಉಳಿದದ್ದೆಲ್ಲ ವ್ಯರ್ಥ.	Adam Smithana drushtiyalli padaarthotpaadane maatrave utpaadeeshrama; ulidaddella vyartha.
ಗಿಂತ ಹೆಚ್ಚು ಸರಾಸರಿ ಮಳೆ ಬೀಳುತ್ತದೆ.	Ginta hechchu saraasari male beeluttade.
ಆ್ಯಂಬುರ್ಸನ್ ನಮೂನೆಯೂ ಹೋರಿಯ ತಲೆಯ ಹಾಗೆ ಅನೇಕ ಖಿ ಗಳನ್ನು ಒಟ್ಟು ಸೇರಿಸಿದಂತೆ ಕಾಣುತ್ತದೆ.	Ambursan namooneyoo horiya taleya haage aneka khi galannu ottu serisidante kaanuttade.
ಈ ಹೆಚ್ಚುವರಿ ಸಂಗ್ರಹದಲ್ಲಿ ನ್ಯಾಶನಲ್ ಲೀಡರ್ಸ್ ಗ್ಯಾಲರಿ ಇದ್ದು,ಇದರಲ್ಲಿ ಚಿತ್ರಗಳು,ಭಾವಚಿತ್ರಗಳು,ತೈಲ ಚಿತ್ರಗಳು,ಚಿತ್ರ ಕಲೆಗಳು ಅದಲ್ಲದೇ ಭಾರತದ ಸ್ವಾತಂತ್ರ್ಯಕ್ಕೆ ಸಂಭಂಧಿಸಿದ ದಾಖಲೆಗಳ ಚಿತ್ರಣವಿದೆ.	Ee hechchuvari sangrahadalli National Leaders Gallery iddu,idaralli chitragalu,bhaavachitragalu,taila chitragalu,chitra kalegalu adallade bhaaratada svaatamtryakke sanbhamdhisida daakhalegala chitranavide.
ಮಂಗಳೂರು ವಿಶ್ವವಿದ್ಯಾನಿಲಯದ ಕನ್ನಡ ವಿಭಾಗದ ಮುಖ್ಯಸ್ಥರಾಗಿದ್ದ ಪ್ರೊ.	Mangalore vishvavidyaanilayada kannada vibhaagada mukhyastharaagidda pro.
ಶ್ರೀಮದ್ಭಾಗವತ ನಾಮಂ ಪುರಾಣಂ ಚ ಮಯೇರಿತಂ|(ಮಯೇರಚಿತಂ)	Shreemadbhaagavata naamam puraanam cha mayeritam|(mayerachitam)
ಪೊಸ್ಸಲ್ ಶ್ರೀ ಮಹಾಲಿಂಗೇಶ್ವರ ದೇವಸ್ಥಾನ	Possal shree mahaalimgeshvara devasthaana
ಕೊರಳಲ್ಲಿ ಮೂರು ರುದ್ರಾಕ್ಷಿ ಮಣಿಗಳು ಇರುತ್ತದೆ.	Koralalli mooru rudraakshi manigalu iruttade.
೧೯೪೬ರಲ್ಲಿ ಮುಂಬಯಿ ಹೈಕೋರ್ಟಿನಲ್ಲಿ ವಕೀಲರಾಗಿ ನೋಂದಣಿಗೊಂಡು, ಬಳ್ಳಾರಿ ಡಿಸ್ಟ್ರಿಕ್ಟ್ ಕೋರ್ಟಿನಲ್ಲಿ ವಕೀಲಿ ವೃತ್ತಿ ಆರಂಭ.	1946ralli Mumbai Highcourtnalli vakeelaraagi nondanigondu, Bellary District Courtinalli vakeeli vrutti aaranbha.
ಹೂಗಳು ದ್ವಿಲಿಂಗಿಗಳು; ನೀಲಿ ಬಣ್ಣದವು.	Hoogalu dvilingigalu; neeli bannadavu.
ಆದರೆ, ಪೃಥ್ವಿಯ ಜನತೆ ಹಳೆಯ ಶಕ್ತಿಮೂಲಗಳಿಗೆ ಹೋದಲ್ಲಿ, ವಿಪ್ಲವಗಳಿಗೆ ಎಡೆಮಾಡಿಕೊಡಬಹುದೆನ್ನುವ ಜನರ ವಿರುದ್ಧ ಮತ್ತು ಈ ರೀತಿಯ ಶಕ್ತಿಮೂಲವು ಸಂಪೂರ್ಣವಾಗಿ ಸುರಕ್ಷಿತವೆನ್ನುವ ಇತರರ ಅಭಿಪ್ರಾಯದ ವಿರುದ್ಧ ಕಥಾನಾಯಕರು ಹೆಣಗುತ್ತಾರೆ.	Aadare, pruthviya janate haleya shaktimoolagalige hodalli, viplavagalige edemaadikodabahudennuva janara viruddha mattu ee reetiya shaktimoolavu sanpoornavaagi surakshitavennuva itarara abhipraayada viruddha kathaanaayakaru henaguttaare.
1950ರ ದಶಕದ ಕೊನೆಯ ವರ್ಷಗಳಲ್ಲಿ ಮೈಟ್ರಲ್ ಅಶಕ್ತತೆ ಮತ್ತು ಚಿಕ್ಕದಾದ ಹಾಗೂ ಅಶಕ್ತ ಕವಾಟದ ಶಸ್ತ್ರವೈದ್ಯ ಇನ್ನೂ ಬಾಲ್ಯಾವಸ್ಥೆಯಲ್ಲಿತ್ತು.	1950ra dashakada koneya varshagalalli Mitral ashaktate mattu chikkadaada haagoo ashakta kavaatada shastravaidya innoo baalyaavastheyallittu.
2ನೆಯ ಶತಮಾನದ್ದಿರಬಹುದಾದ ಈ ಕಟ್ಟಡ, ಗ್ರೀಕ್ ವಾಸ್ತುರೀತಿಯಲ್ಲಿದೆ.	2neya shatamaanaddirabahudaada ee kattada, greek vaastureetiyallide.
ಅದರ ಹಿರಿಮೆ, ಮೀಟಿನ ಸೂಕ್ಷ್ಮ, ಹೊರಹೊಮ್ಮವ ನಾದದ ಮಾಧುರ್ಯ, ಎಡಗೈ ಬೆರಳುಗಳ ಕೌಶಲ, ಚಳಕ, ರೋಮಾಂಚಕಾರಿಯಾದ ದಾಟುಸ್ವರ ಸಂಯೋಜನೆ, ವಿವಿಧ ಸಂಗೀತ ಪದ್ಧತಿಗಳ ಸೌಖ್ಯದಾಯಕ ಅಂಶಗಳನ್ನೂ ಆರಿಸಿಕೊಂಡು ಬಹುಮುಖ ಸೌಖ್ಯವನ್ನು ಉಂಟುಮಾಡುವಂತಹ ಕೌತುಕಮಯ ವಾತಾವರಣವನ್ನು ನಿರ್ಮಿಸುವ ವೈವಿಧ್ಯಮಯ ಅವರ ವೀಣಾಗಾನ.	Adara hirime, meetina sookshma, horahommava naadada maadhurya, edagai beralugala kaushala, chalaka, romaamchakaariyaada daatusvara sanyojane, vividha sangeeta paddhatigala saukhyadaayaka anshagalannoo aarisikondu bahumukha saukhyavannu untumaaduvantaha kautukamaya vaataavaranavannu nirmisuva vaividhyamaya avara veenaagaana.
ಆಕಾಶಕೆ ಬ್ರಹ್ಮಾಂಡ ಕುಕ್ಕವಾಡದಮ್ಮ	Aakaashake brahmaanda Kukkavaadadamma
1867ರಲ್ಲಿ ಇದನ್ನು ಗಣಿವಸತಿಯಾಗಿ ಸ್ಥಾಪಿಸಲಾಯಿತು.	1867ralli idannu ganivasatiyaagi sthaapisalaayitu.
ಆ ಸಮಯದಲ್ಲಿ ಜಾಗೃತರಾಗಿರಬೆಕು ಎಂದರೆ, ಅವುಗಳಿಂದ ಜಾಗೃತರಾಗಿರಬೇಕು ಎಂಬರ್ಥ.	Aa samayadalli jaagrutaraagirabeku endare, avugalinda jaagrutaraagirabeku enbartha.
ದಕ್ಷಿಣ ಅಮೇರಿಕಾದಲ್ಲಿ ಎರಡು ರೀತಿಯ ಜಿನೋಟಾಯಿಪನ್ನು ಗುರುತಿಸಲಾಗಿದೆ.	Dakshina Americadalli eradu reetiya Geneticsnnu gurutisalaagide.
ಟಾಸ್ಕ್ ಗುರುತನ್ನು - ಈ ಆಯಾಮ ಕೆಲಸ ಇಡೀ ಮತ್ತು ಕೆಲಸದ ಗುರುತಿಸಬಹುದಾದ ತುಂಡು ಪೂರ್ಣಗೊಂಡ ಅಗತ್ಯವಿರುವ ಪದವಿ ಅಳೆಯುತ್ತದೆ.	Task gurutannu - ee aayaama kelasa idee mattu kelasada gurutisabahudaada tundu poornagonda agatyaviruva padavi aleyuttade.
ತೆಲುಗು, ಕನ್ನಡ, ತಮಿಳು, ಹಿಂದಿ, ಭಾಷೆಗಳಲ್ಲಿ ಅವರು ಪ್ರಭುತ್ವ ಪಡೆದಿದ್ದರು.	Telugu, kannada, tamilu, himdi, bhaashegalalli avaru prabhutva padediddaru.
ವಿಲ್ಲಿಯಮ್ ಹರ್ಸ್ಚೆಲ್, ೧೭೭೯ರಲ್ಲಿ ಜೋಡಿತಾರೆಗಳ ಬಗ್ಗೆ ತಮ್ಮ ಗಮನ ಹರಿಸುತ್ತಾರೆ; ಹಾಗು ತರುವಾಯ ಸುಮಾರು ೭೦೦ ಜೋಡಿತಾರೆಗಳ ಬಗ್ಗೆ ಸೂಚಿಗಳನ್ನು ಪ್ರಕಟಿಸುತ್ತಾರೆ.	William Herschel, 1779ralli joditaaregala bagge tamma gamana harisuttaare; haagu taruvaaya sumaaru 700 joditaaregala bagge soochigalannu prakatisuttaare.
ಗಂಡನ ಮನೆಗೆ ಬಂದ ಮನು ಅಂದಿನಿಂದ ಈ ಕುಲದ ಪದ್ಧತಿಯಂತೆ ಲಕ್ಷೀಬಾಯಿ ಆದಳು.	Gamdana manege banda Manu andininda ee kulada paddhatiyante Laksheebaayi aadalu.
ಪಂದ್ಯದ ತರುವಾಯ, ಬಿಗ್ ಶೊ ಮತ್ತು ಕೇನ್ ಮಿಸ್ಟಿರಿಯೊನನ್ನು ದಾಳಿ ಮಾಡುವ ಪ್ರಯತ್ನ ಕಕ್ಕಾಬಿಕ್ಕಿಯಾಯಿತು, ಈ ಸಮಯ ಬಟಿಸ್ಟ್ ಅಡ್ಡಬಂದನು.	Pandyada taruvaaya, Big show mattu Kane Mysterionannu daali maaduva prayatna kakkaabikkiyaayitu, ee samaya Bautist addabandanu.
ಈ ತಿಂಗಳಲ್ಲಿ ಬರುವ ಇತರ ಪ್ರಮುಖ ದಿನಗಳು ಹೀಗಿವೆ:	Ee tingalalli baruva itara pramukha dinagalu heegive:
ಪೋರ್ಚುಗೀಸ್‌ ಭಾಷೆಯಲ್ಲಿ ಗಿನಿಯಿಲಿಯನ್ನು ಕೋಬಾಯಿಯಾ ಎನ್ನಲಾಗುವುದು.	Portuguese bhaasheyalli giniyiliyannu Cobaiya ennalaaguvudu.
ತಮ್ಮ ಆರಾಧ್ಯ ದೈವದ ಮಹಿಮೆಗಳನ್ನು ಜನತೆಯಲ್ಲಿ ಪ್ರಸಾರಮಾಡಿ, ಜನತೆಯಲ್ಲಿ ಧರ್ಮಶ್ರದ್ಧೆ, ಭಕ್ತಿನಿಷ್ಠೆಗಳನ್ನು ಕಾಪಾಡಿಕೊಂಡು ಬರುವುದು ಇವರ ಉದ್ದೇಶ.	Tamma aaraadhya daivada mahimegalannu janateyalli prasaaramaadi, janateyalli dharmashraddhe, bhaktinishthegalannu kaapaadikondu baruvudu ivara uddesha.
ಉಪವಾಸ ಮಾಡುವುದು ಎಂದರೆ, ದೇವರಿಗೆ ಹತ್ತಿರವಾಗಿರುವುದು/ದೇವರ ಬಗ್ಗೆ ಚಿಂತಿಸುತ್ತಿರುವುದು ಎಂದು ಅರ್ಥ.	Upavaasa maaduvudu endare, devarige hattiravaagiruvudu/devara bagge chintisuttiruvudu endu artha.
ಭಾರತದಲ್ಲಿ ಪ್ರಚಾರದಲ್ಲಿರುವ ಆಟಗಳಲ್ಲಿ ರಮ್ಮಿ ಇನ್ನೊಂದು.	Bhaaratadalli prachaaradalliruva aatagalalli rammi innondu.
ಪಿಸುಮಾತು, ಶ್ರುತಿಚಿಮಟ ಮತ್ತು ಅಡಿಯೋಮಿಟರ್ ಪರೀಕ್ಷೆಗಳಿಂದ ಕಿವುಡಿರುವುದನ್ನು ನಿಶ್ಚಯಿಸಬಹುದು.	Pisumaatu, shrutichimata mattu Admitter pareekshegalinda kivudiruvudannu nishchayisabahudu.
ಟಮಾಟೊಗಳಂತಹ ಹಸಿರುಮನೆಯ ವಿಶಿಷ್ಟ ವಿಧದ ಬೆಳೆಗಳನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ವಾಣಿಜ್ಯ ಉತ್ಪಾದನೆಗಾಗಿ ಉಪಯೋಗಿಸಲಾಗುತ್ತದೆ.	Tamatogalantaha hasirumaneya vishishta vidhada belegalannu saamaanyavaagi vaanijya utpaadanegaagi upayogisalaaguttade.
ಕಾಣೆ, ಮಹಾಮಹೋಪಾಧ್ಯಾಯ ಎಂದು ಆದರಿಸಲ್ಪಟ್ಟರು.	Kane, mahaamahopaadhyaaya endu aadarisalpattaru.
ಡಿಸೆಂಬರ್ ೧೪, ೧೭೦೨ರಲ್ಲಿ ಡ್ಯೂಕ್ ಅವರಿಗೆ ಸಾಲ್ ಬ್ರಾಡ್ಲೆ ಎಂಬ ವ್ಯಕ್ತಿ ಕಳುಹಿಸಿರುವ ಪಾವತಿಯು ಈ ಪಂದ್ಯದ ಮೂಲವಾಗಿದೆ.	December 14, 1702ralli Duke avarige Saul Bradley enba vyakti kaluhisiruva paavatiyu ee pandyada moolavaagide.
ಹನುಮಂತರಾವ್ ಸಂಗೀತ ನಿರ್ದೇಶನ ಮಾಡಿದ್ದಾರೆ.	HanumamtaRao sangeeta nirdeshana maadiddaare.
ಇವುಗಳು ಪ್ರಮುಖವಾಗಿ ಪಾಯಿಂಟ್ ಅಂಡ್ ಕೌಂಟರ್ ಪಾಯಿಂಟ್ ಎಂಬ ಸರಣಿಗಳನ್ನು ಟೆಲೆವಿಜನ್ ಜಾಲದಲ್ಲಿ ಪ್ರಸಾರ ಮಾಡಲಾಯಿತು.	Ivugalu pramukhavaagi Point and Counter point enba saranigalannu Television jaaladalli prasaara maadalaayitu.
ಒಂದು ವಾರದ ನಂತರ ಸ್ಪಿರಿಟ್ ಸ್ಕೇಡ್ ನ ಸದಸ್ಯರಾದ ಜೊನಿ ಮತ್ತು ನಿಕಿಯನ್ನು ಪುನರ್ ಪಂದ್ಯದಲ್ಲಿ ಎದುರಿಸಿದರು, ಆದರೆ ಕಳೆದುಕೊಂಡರು ಯಾಕೆಂದರೆ "ಹಾರಿಬಿದ್ದು" ರಿಂಗನ್ನು ಬಿಟ್ಟು ಸ್ಪಿರಿಟ್ ಸ್ಕೇಡ್ ನ ಬೇರೆ ಸದಸ್ಯರನ್ನು ಆಕ್ರಮಿಸಿದ ಕಾರಣ.	Ondu vaarada nantara Spirit Skate na sadasyaraada Joni mattu Nickyyannu punar pandyadalli edurisidaru, aadare kaledukondaru yaakendare "haaribiddu" Ringannu bittu Spirit Skate na bere sadasyarannu aakramisida kaarana.
ಮಕ್ಕಳಲ್ಲಿ ಭೇಧವನ್ನು ಉಂಟುಮಾಡುವ ("ನೀನು ಕೇವಲ ಹುಡುಗಿ ") ಎಂಬುದರ ಉಪಯೋಗವನ್ನು ವಿರೋಧಿಸಲಾಗಿದೆ.	Makkalalli bhedhavannu untumaaduva ("neenu kevala hudugi ") enbudara upayogavannu virodhisalaagide.
ಬಿಸಿಯಾಗಿದ್ದ ಒಳಗಿನ ಮೆಲ್ಮೈಗಳಿಂದ ಬೆಚ್ಚಗಾದ ಗಾಳಿಯು ಮೆಲ್ಛಾವಣಿ ಮತ್ತು ಗೋಡೆಗಳಿಂದ ತಡೆಯಲ್ಪಟ್ಟು ಕಟ್ಟಡದ ಒಳಗೇ ಉಳಿಯುತ್ತದೆ.	Bisiyaagidda olagina melmaigalinda bechchagaada gaaliyu melchaavani mattu godegalinda tadeyalpattu kattadada olage uliyuttade.
ಆಂಥೊಜೋವ ವರ್ಗಕ್ಕೂ ಹೆಕ್ಸಕೊರಾಲಿಯ ಉಪವರ್ಗಕ್ಕೂ ಸೇರಿದೆ.	Antozoa vargakkoo hexacorolyya upavargakkoo seride.
ಆನ್ ಅಪ್ರೋಚ್ ಟು ಅರಿಸ್ಟಾಟಲ್‌'ಸ್ ಫಿಸಿಕ್ಸ್: ವಿತ್ ಪರ್ಟಿಕ್ಯುಲರ್ ಅಟೆನ್ಷನ್ ಟು ದಿ ರೋಲ್ ಆಫ್ ಹಿಸ್ ಮ್ಯಾನರ್ ಆಫ್ ರೈಟಿಂಗ್.	An Approach to Aristotle's Physics: With Particular Attention to the Role of His Manor of Writing.
ಐರ್ಲೆಂಡಿನಲ್ಲಿ ಇಂದು ಕ್ರ್ಯಾಕ್‌ ಎಂಬ ಪದಕ್ಕಿಂತ ಕ್ರೆಯಿಕ್‌ ಎಂಬ ಅಕ್ಷರದ ಬಳಕೆಯು ಹೆಚ್ಚು ಸಾಮಾನ್ಯವಾಗಿದೆ.	Irelandnalli indu Crack enba padakkinta Craig enba aksharada balakeyu hechchu saamaanyavaagide.
ಹಿಂದೆ ಅಂದರೆ ಸುಮಾರು ೧೦ನೇ ಶತಮಾನದಲ್ಲಿ ತುಳು ಬ್ರಾಹ್ಮಣರು ದಕ್ಷಿಣ ಭಾರತದ ಭಾಗಗಳಲ್ಲಿ ವಿಕಾಸವಾದ	Hinde amdare sumaaru 10ne shatamaanadalli tulu braahmanaru dakshina bhaaratada bhaagagalalli vikaasavaada
ಸಿತಾರ್ ಪರಿಣತರಾದ ವಿಲಾಯತ್ ಖಾನ್, ಮತ್ತು ಸರೋದ್‌ವಾದಕರಾದ ಬುದ್ಧದೇವ್ ದಾಸ್‌ಗುಪ್ತ ಮತ್ತು ಅಮ್ಜದ್ ಆಲಿ ಖಾನ್‌ರಂತಹ ಸಂಗೀತಗಾರರ ಶೈಲಿಯ ಮೇಲೆ ಇವರು ಗಾಢ ಪರಿಣಾಮ ಬೀರಿದರು.	Sitaar parinataraada Vilayat Khan, mattu sarodhvaadakaraada BuddhaDev Dasgupta mattu Amjad Ali Khanrantaha sangeetagaarara shailiya mele ivaru gaadha parinaama beeridaru.
ಆದರೆ ಕೇಂದ್ರ ಸರಕಾರ ಮತ್ತು ರಾಜ್ಯ ಸರಕಾರ ಈ ಹುತಾತ್ಮನ ದೇಶ ಭಕ್ತಿಯನ್ನು ನಿರ್ಲಕ್ಷಿಸಿದ್ದಾರೆ.	Aadare kendra sarakaara mattu raajya sarakaara ee hutaatmana desha bhaktiyannu nirlakshisiddaare.
ಮೂಲಭೂತ ತತ್ತ್ವಗಳು ಅಥವಾ ಸಾಮಾನ್ಯ ನಿಯಮಗಳ ರೂಪದಲ್ಲಿ ಇದು ಕಾರಣಗಳ ಲೆಕ್ಕಾಚಾರವನ್ನು ಅಂಗೀಕರಿಸುತ್ತದೆ.	Moolabhoota tattvagalu athavaa saamaanya niyamagala roopadalli idu kaaranagala lekkaachaaravannu angeekarisuttade.
ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿಯ ಸಂದರ್ಭದಲ್ಲಿ ಮಕ್ಕಳ ಜೀವಿತಾವಧಿ ನಿರೀಕ್ಷೆ ಗಮನಾರ್ಹವಾಗಿ ಏರಿಕೆಯಾಯಿತು.	Kaigaarikaa kraantiya sandarbhadalli makkala jeevitaavadhi nireekshe gamanaarhavaagi erikeyaayitu.
ಅದರ ನಂತರ ಅವುಗಳು ಸ್ಥಳೀಯ ಸುದ್ದಿ ಅಥವಾ ಕಾರ್ಯಕ್ರಮಗಳಿಗೆ ಆದ್ಯತೆ ನೀಡುತ್ತವೆ.	Adara nantara avugalu sthaleeya suddi athavaa kaaryakramagalige aadyate needuttave.
