ಜಗತ್ತಿನ ಯಾವ ಎರಡು ಪದಾರ್ಥಗಳಿಗೆ ಉಷ್ಣಾಂಶ ವ್ಯತ್ಯಾಸವಿದ್ದರೂ ಉಷ್ಣಶಕ್ತಿಯು ತಾನಾಗಿಯೇ ಬಿಸಿ ವಸ್ತುವಿನಿಂದ ಶೀತವಸ್ತುವಿಗೆ ಹರಿಯುತ್ತದೆ.	12	Jagattina yaava eradu padaarthagalige ushnaamsha vyatyaasaviddaroo ushnashaktiyu taanaagiye bisi vastuvininda sheetavastuvige hariyuttade.	12	
ಡಿಕ್ಷನರಿ ಆಫ್ ದ ಹಿಸ್ಟರಿ ಆಫ್ ಐಡಿಯಾಸ್: ಮೊದಲಿನ ಗ್ರೀಕ್ ಚಿಂತನೆಯಲ್ಲಿ ಅನಾಲಜಿ.	10	Dictionary of the History of Ideas: modalina Greek chintaneyalli analogy	10	
ಒಳಭಾಗದ ಮಳಿಗೆಗಳು, ಆರ್ಕೆಸ್ಟ್ರಾ ಸ್ಟಾಲ್ ಗಳನ್ನು ಒಳಗೊಂಡಿದ್ದು ಕುಳಿತುಕೊಂಡು ಸಂಗೀತ ಆಲಿಸಲು ಬೆತ್ತದ ಕುರ್ಚಿಗಳನ್ನು ಅಳವಡಿಸಲಾಗಿದೆ.	12	Olabhaagada maligegalu, Orchestra Stall galannu olagondiddu kulitukondu sangeeta aalisalu bettada kurchigalannu alavadisalaagide.	12	
ಅಕ್ಟೋಬರ್ 9, 1937ರಲ್ಲಿ ತನ್ನ ಪರಿಶೋಧನೆಯನ್ನು ಮುಗಿಸಿ ಹಿಂದಿರುಗುವಾಗ, ಏಂಜಲ್ ತನ್ನ ಮೆಟಲ್ ಏರ್ಕ್ರ್ಯಾಫ್ಟ್ ಕಾರ್ಪೋರೇಶನ್ ಫ್ಲೆಮಿಂಗೋದ ಏಕಫಲಕ ವಿಮಾನ ಎಲ್ ರಿಯೋ ಕಾರೋನಿ ಯನ್ನು ಆಯನ್-ತೆಪುಯಿ ಪರ್ವತದ ಮೇಲೆ ನಿಲುಗಡೆ	23	October 9, 1937ralli tanna parishodhaneyannu mugisi hindiruguvaaga, Angel tanna Metal Aircraft Corporation Flamingoda ecuphalaka vimaana El Rio Coronee yannu Ayan-tepui parvatada mele nilugade	23	
ಮಾಡಲು ಪ್ರಯತ್ನಿಸಿದ, ಆದರೆ ಜವುಗು ಭೂಮಿಯ ಮೇಲೆ ವಿಮಾನದ ಗಾಲಿಗಳು ಹುದುಗಿದ್ದರಿಂದಾಗಿ, ಈತ ಹಾಗು ಈತನ ಪತ್ನಿ ಮರಿಯೇಳನ್ನು ಒಳಗೊಂಡಂತೆ ಈತನ ಮೂವರು ಸಹಚರರು ತೆಪುಯಿ ಪರ್ವತಕ್ಕೆ ಕಾಲ್ನಡಿಗೆಯಲ್ಲಿ ಏರುವಂತಾಯಿತು.	22	Maadalu prayatnisida, aadare javugu bhoomiya mele vimaanada gaaligalu hudugiddarindaagi, eeta haagu eetana patni Mariyelannu olagondante eetana moovaru sahachararu Tepui parvatakke kaalnadigeyalli eruvantaayitu.	22	
ವೀಣೇ ಶೇಷಣ್ಣನವರ ಶೈಲಿ, ರಾಗಾಲಾಪನೆ, ಮನೋಧರ್ಮ, ತಾನದ ವೈಖರಿ, ಸ್ವರ ಪ್ರಸ್ತಾರ, ಎಲ್ಲವನ್ನೂ ಅವರ ಆತ್ಮೀಯ ಶಿಷ್ಯರಾಗಿ, ಗುರುವಿನ ಪ್ರಾಮಾಣಿಕ ವಿದ್ಯಾರ್ಥಿಯಾಗಿ ಅಭ್ಯಸಿಸಿ ಅವರ ಮೆಚ್ಚುಗೆಯನ್ನು ಗಳಿಸಿ ಗುರುಸೇವೆ ಮಾಡಿದರು.	22	Veene Sheshannanavara shaili, raagaalaapane, manodharma, taanada vaikhari, svara prastaara, ellavannoo avara aatmeeya shishyaraagi, guruvina praamaanika vidyaarthiyaagi abhyasisi avara mechchugeyannu galisi guruseve maadidaru.	22	
ಡ್ಯುರಿಯೊ ಜಿಬೆಥಿನಸ್ (ಡಿ. ಜಿಬೆಥಿನಸ್ ಎಂಬುದು ಜನಪ್ರಿಯ ಹೆಸರು) ಮರದ ಕೆಂಪು ಕಂದು.	10	Duroe jibethinus (D. jibethinus embudu janapriya hesaru) marada kempu kandu.	10	
ಇಲ್ಲಿ ಶಿಕ್ಷಕರು ತಮ್ಮ ಬಿಡುವಿನ ವೇಳೆಯಲ್ಲಿ ಹಾಗೂ ರಜಾ ದಿನಗಳಲ್ಲಿ ತಮಗೆ ಇಷ್ಟವಾದ ವಿಷಯವನ್ನು ಕಲಿಯುತ್ತಾರೆ.	12	Illi shikshakaru tamma biduvina veleyalli haagoo rajaa dinagalalli tamage ishtavaada vishayavannu kaliyuttaare.	12	
ಇತರ ಪೈಪೋಟಿಯ ಮೌಲ್ಯಗಳ ವಿರುದ್ಧ ಏಕಕಾಲದಲ್ಲಿ ಸಮರ್ಥನೆಯನ್ನು ಉತ್ತೇಜಿಸದೇ ವೈಜ್ಞಾನಿಕವಾಗಿ ನೈತಿಕ ರೀತಿಯಲ್ಲಿ ಹಾಗೆ ಮಾಡಬೇಕು ಎಂದು ಚ್ಯಾನ್ ಸೂಚಿಸುತ್ತಾನೆ.	15	Itara paipotiya maulyagala viruddha ekakaaladalli samarthaneyannu uttejisade vaijnaanikavaagi naitika reetiyalli haage maadabeku endu Chan soochisuttaane.	15	
ವರ್ಷದ ಮೊದಲ ಪಂದ್ಯದಲ್ಲಿ ನಾನು ಅತ್ಯಂತ ಹೀನಾಯವಾಗಿ ಸೋಲಿಸಲ್ಪಟ್ಟೆ ಎಂದು ದುಃಖಿಸುತ್ತಾನೆ ಆದರೆ ತನ್ನ ಎದುರಾಳಿಗಳ ಕುರಿತು ಏನನ್ನೂ ಹೇಳುವುದಿಲ್ಲ.	15	Varshada modala pandyadalli naanu atyanta heenaayavaagi solisalpatte endu duhkhisuttaane aadare tanna eduraaligala kuritu enannoo heluvudilla.	15	
ಬೀಜಗಳು ಅಂಡಾಕಾರವಾಗಿ ಮೃದುವಾಗಿರುತ್ತದೆ.	3	Beejagalu andaakaaravaagi mruduvaagiruttade.	3	
ಆಗ ಇಬ್ಬರೂ ನಾಯಕಿಯರಿಗೆ ತಮ್ಮ ತಪ್ಪಿನ ಅರಿವಾಗಿ ತಮ್ಮ ಕೇಸ್ ವಾಪಸ್ ಪಡೆಯುತ್ತಾರೆ.	10	Aaga ibbaraha naayakiyarige tamma tappina arivaagi tamma case vaapas padeyuttaare.	10	
ಮಂಗಳೂರಿನಲ್ಲಿ ಮುಳಿಯ ಅವರ ಮನೆಯಲ್ಲಿದ್ದುಕೊಂಡು ಓದುತ್ತಲೆ, ಸಾಹಿತ್ಯ ಪರಿಸರದಲ್ಲಿ ಬೆರೆತರು.	8	Mangalorenalli Muliya avara maneyalliddukondu oduttale, saahitya parisaradalli beretaru.	8	
ಈ ಯುದ್ಧದ ಅಪಾರ ರಕ್ತಪಾತವು ಅಶೋಕನ ಮನಃಪರಿವರ್ತನೆಗೆ ಕಾರಣವಾಗಿ ಅವನನ್ನು ಬೌದ್ಧಧರ್ಮವನ್ನು ಸ್ವೀಕರಿಸುವಂತೆ ಮಾಡಿ ಮುಂದೆ ಅಹಿಂಸೆಯ ಹಾದಿಯಲ್ಲಿ ಸಾಗುವಂತೆ ಮಾಡಿತು.	16	Ee yuddhada apaara raktapaatavu Ashokana manahparivartanege kaaranavaagi avanannu bauddhadharmavannu sveekarisuvante maadi munde ahimseya haadiyalli saaguvante maaditu.	16	
ಗಾರ್ಫೀಲ್ಡನಿಗೆ ಕೇವಲ ಎರಡು ವರ್ಷ ವಯಸ್ಸಾಗಿದ್ದಾಗ ತಂದೆ ತೀರಿಕೊಂಡ.	7	Garfieldnige kevala eradu varsha vayassaagiddaaga tande teerikonda.	7	
ಉತ್ತರ ಅಮೆರಿಕದ ಮುಖ್ಯ ಕಾರ್ಯಾಲಯವು ನ್ಯೂಯಾರ್ಕ್‌ನಲ್ಲಿ ನೆಲೆಗೊಂಡಿದೆ.	6	Uttara Americada mukhya kaaryaalayavu NewYorknalli nelegondide.	6	
ಜನತೆಯ ಆರೋಗ್ಯ, ನೆಮ್ಮದಿಗಳನ್ನು ಪಾಲಿಸುವುದು ಒಳ್ಳೆಯ ಸರ್ಕಾರದ, ಕಾನೂನುಗಳ ಮುಖ್ಯ ಜವಾಬ್ದಾರಿಗಳಲ್ಲಿ ಒಂದು.	10	Janateya aarogya, nemmadigalannu paalisuvudu olleya sarkaarada, kaanoonugala mukhya javaabdaarigalalli ondu.	10	
ಬಾದಾಮಿಗೆ ಭೇಟಿ ನೀಡುವ ಪ್ರವಾಸಿಗರು ಅಲ್ಲಿನ ಮರಳುಗಲ್ಲಿನಿಂದ ನಿರ್ಮಿತ ಗುಹೆ ದೇವಾಲಯಗಳನ್ನು ನೋಡಬಹುದು.	10	Badamige bheti needuva pravaasigaru allina maralugallininda nirmita guhe devaalayagalannu nodabahudu.	10	
ಅಣ್ವಸ್ತ್ರಗಳ ಬಳಕೆಯ ಬಗೆಗೆ ತನ್ನ ಭಾವನೆಗಳನ್ನು "ಎ ಮಿಲಿಟರಿ ಕಮಾಂಡರ್‌ ಸರ್ವೇಸ್‌ ದ ನ್ಯೂಕ್ಲಿಯರ್‌ ಆರ್ಮ್ಸ್‌ ರೇಸ್‌ ,"ಎಂಬ ಲೇಖನದಲ್ಲಿ ಮೌಂಟ್‌‌ಬ್ಯಾಟನ್‌‌ ಹೀಗೆ	17	Anvastragala balakeya bagege tanna bhaavanegalannu "A Military Commander Survey's The Nuclear Arms Race ,"emba lekhanadalli Mountbatten heege	17	
ಮುಕ್ತವಾಗಿ ವ್ಯಕ್ತಪಡಿಸಿದ್ದರು ಇದನ್ನು ೧೯೭೯–೮೦ರ ಚಳಿಗಾಲದ ಅವಧಿಯಲ್ಲಿ ಆತನ ಸಾವಿನ ಕೆಲವೇ ಸಮಯದ ನಂತರ ಇಂಟರ್‌‌ನ್ಯಾಷನಲ್‌ ಸೆಕ್ಯೂರಿಟಿ ಪತ್ರಿಕೆ ಯಲ್ಲಿ ಪ್ರಕಟಿಸಲಾಗಿತ್ತು.	16	Muktavaagi vyaktapadisiddaru idannu 1979–80ra chaligaalada avadhiyalli aatana saavina kelave samayada nantara international security patrike yalli prakatisalaagittu.	16	
ವಾಸುಕೀಶ್ವರನೆಂಬುದುವುದು ಇದರ ಮತ್ತೊಂದು ಹೆಸರು.	4	Vasukishvaranembuvudu idara mattondu hesaru.	4	ವಾಸುಕೀಶ್ವರನೆಂಬುವುದು
ಪಶುವೈದ್ಯ	1	Pashuvaidya	1	
ಬ್ಯಾಟರಿಗಳು ತಿನ್ನಲ್ಪಟ್ಟರೆ ಅವುಗಳು ಹಾನಿಕಾರಕ ಅಥವಾ ಮಾರಣಾಂತಿಕವಾಗಬಹುದು.	6	Batterygalu tinnalpattare avugalu haanikaaraka athavaa maaranaantikavaagabahudu.	6	
ಮೊದಲಿಗೆ ದೇವಿಯ ಸ್ತುತಿ ಆದಮೇಲೆ ಆಸಾದಿ ಹೊಗಳುವ ಮತ್ತು ತೆಗಳುವ ಅಪ್ಪಣೆ ಕೇಳುತ್ತಾನೆ.	10	Modalige deviya stuti aadamele aasaadi hogaluva mattu tegaluva appane keluttaane.	10	
ಜಾತ್ರೆ ಉತ್ಸವಗಳಲ್ಲಿ ಗ್ರಾಮೀಣರು ಮನರಂಜನೆಗಾಗಿ ಮರದ ಕಾಲುಗಳನ್ನು ಕಟ್ಟಿಕೊಂಡು ಕುಣಿಯುವುದೇ 'ಮರಗಾಲು' ಕುಣಿತ.	10	jaatre utsavagalalli graameenaru manaranjanegaagi marada kaalugalannu kattikondu kuniyuvude 'maragaalu' kunita.	10	
ಸಿಬಿಎಸ್ ನ ಆಸ್ತಿಗಳ ಒಡೆತನದ ಪಟ್ಟಿ	5	CBS na aastigala odetanada patti	5	
ಗುಂಡಿಗೆಗೆ ಪೂರೈಕೆಯಾಗುವ ನರಗಳಲ್ಲಿ ಉಪಾನುವೇದನ (ಪ್ಯಾರಾಸಿಂಪತೆಟಿಕ್) ನರವಾದ ವೇಗಸ್ ನರವೂ ಕೊರಳು ಮತ್ತು ಎದೆಯ ಮೇಲ್ಗಡೆಯ ನರಗಂಟುಗಳಿಂದ (ಗ್ಯಾಂಗ್ಲಿಯ) ಬರುವ ಅನುವೇದನ ನರಕವಲುಗಳೂ ಇವೆ.	18	Gundigege pooraikeyaaguva naragalalli upaanuvedana (Parasampetic) naravaada vegas naravoo koralu mattu edeya melgadeya naragantugalinda (Ganglie) baruva anuvedana narakavalugaloo ive.	18	
ಇದು ರಮ್ಯ ಭಾವನೆಗಳು ಅಥವಾ ಪ್ರಣಯಸೂಚಕ ಭಾವನೆಗಳ ಒಂದು ಪ್ರಬಲ ಸೂಚನೆಯಾಗಿರುತ್ತದೆ.	9	Idu ramya bhaavanegalu athavaa pranayasoochaka bhaavanegala ondu prabala soochaneyaagiruttade.	9	
ಒಂದು ವೇಳೆ ಟೈಬ್ರೇಕರ್‌ಗೆ ಸೆಟ್ ತೆರಳಿದರೆ, ಪ್ರತಿ ಆಟಗಾರನಿಗೆ ಒಂದು ಹೆಚ್ಚುವರಿ ಮರು ಪ್ರಶ್ನಿಸುವ ಅಧಿಕಾರವನ್ನು ನೀಡಲಾಗಿತ್ತು.	13	ondu vele taibrekarhge set teralidare, prati aatagaaranige ondu hechchuvari maru prashnisuva adhikaaravannu needalaagittu.	13	
ವಿಶ್ವದೃಷ್ಟಿಯನ್ನು ಹೊಂದಿತ್ತು.	2	Vishvadrushtiyannu hondittu.	2	
ಅಮೆರಿಕ ದೇಶದಲ್ಲೇ ಮೊದಲಿನ ಆರೋಗ್ಯಸಮಿತಿ ೧೭೯೩ ರಲ್ಲಿ ಮೇರಿಲ್ಯಾಂಡ್ನ ಬಾಲ್ಟಿಮೋರ್ ನಗರದಲ್ಲಿ ಸ್ಥಾಪನೆ ಆಯಿತು.	11	America deshadalle modalina aarogyasamiti 1793 ralli Marylandna Baltimore nagaradalli sthaapane aayitu.	11	
ಹೊಟ್ಟೆ ಮತ್ತು ತೆರಪಿನ ಕೇಂದ್ರದಲ್ಲಿ ಬಿಳಿ.	5	Hotte mattu terapina kendradalli bili.	5	
ಜಲಪಾತವು ಇಪ್ಪತ್ತನೆ ಶತಮಾನದಲ್ಲಿ "ಏಂಜಲ್ ಫಾಲ್ಸ್" ಎಂದೇ ಬಹುತೇಕವಾಗಿ ಪರಿಚಿತವಾಗಿತ್ತು, ಏಕೆಂದರೆ US ವಿಮಾನ ಚಾಲಕ ಜಿಮ್ಮಿ ಏಂಜಲ್ ಈ ಜಲಪಾತದ	16	Jalapaatavu ippattane shatamaanadalli "Angel Falls" ende bahutekavaagi parichitavaagittu, ekendare oosh vimaana chaalaka Jimmy Angel ee jalapaatada	16	
ಮೇಲೆ ವಿಮಾನದಲ್ಲಿ ಹಾರಾಡಿದ ಮೊದಲ ವ್ಯಕ್ತಿಯೆನಿಸಿದ್ದ ಸ್ಪ್ಯಾನಿಶ್ ನ ಸಾಮಾನ್ಯ ಹೆಸರಾದ "ಸಾಲ್ಟೋ ಏಂಜಲ್" ಇಂಗ್ಲಿಷ್ ಭಾಷೆಯಿಂದ ವ್ಯುತ್ಪತ್ತಿಯನ್ನು ಹೊಂದಿದೆ.	15	Mele vimaanadalli haaraadida modala vyaktiyenisidda Spanish na saamaanya hesaraada "Salto Angel" english bhaasheyinda vyutpattiyannu hondide.	15	
ಅಂಬ್ರೆಲ್ಲಾ ಪ್ರಭೇದಗಳನ್ನು ಫ್ಲ್ಯಾಗ್‌ಶಿಪ್ ಪ್ರಭೇದ ಗಳಾಗಿಯೂ ಬಳಸಬಹುದು.	6	Umbrella prabhedagalannu Flagship prabheda galaagiyoo balasabahudu.	6	
ಕಾಮೆಟ್ ಸುತ್ತಮುತ್ತ ಪಶ್ಚಿಮ ಕಾಮೆಟ್ ಹಿಮನದಿ, ಪೂರ್ವ ಕಾಮೆಟ್ ಹಿಮನದಿ ಮತ್ತು ರೈಕಾನಾ ಹಿಮನದಿಗಳಿವೆ.	11	Comet suttamutta pashchima Comet himanadi, poorva Comet himanadi mattu raikaanaa himanadigalive.	11	
ದ್ರೋಣರಿಗೆ ತಮ್ಮ ವಚನ ಉಳಿಸಿಕೊಳ್ಳುವದೇ ಮುಖ್ಯವಾಗಿತ್ತು.	5	Dhronarige tamma vachana ulisikolluvade mukhyavaagittu.	5	
ಉನ್ನತ ಶಿಕ್ಷಣ ಹಂತದಲ್ಲಿ ಪ್ರಾದೇಶಿಕ ಭಾಷೆಯನ್ನು ಬೋಧನಮಾಧ್ಯಮವಾಗಿ ಅಳವಡಿಸುವ ಪ್ರಯತ್ನ ನಡೆದಿದೆ.	9	Unnata shikshana hantadalli praadeshika bhaasheyannu bodhanamaadhyamavaagi alavadisuva prayatna nadedide.	9	
ಪ್ರಾರಂಭದ ದಿನಗಳಲ್ಲಿ ಕನ್ನಡ ಯಕ್ಷಗಾನಗಳು ಜನಪ್ರೀಯಗೊಂಡರೂ ತುಳುನಾಡಿನ ಜನತೆ ತುಳು ಭಾಷೆಯ ಯಕ್ಷಗಾನಕ್ಕೆ ಒಲವು ತೋರಿಸಿದ್ದರ ಪರಿಣಾಮವಾಗಿ ಜಾನಪದ,ಐತಿಹಾಸಿಕ,ಕಾಲ್ಪನಿಕ ಪ್ರಸಂಗಗಳ ಟೆಂಟ್ ಮೇಳಗಳು ಹುಟ್ಟಿಕೊಂಡವು.	18	Praarambhada dinagalalli kannada yakshagaanagalu janapreeyagondaroo tulunaadina janate tulu bhaasheya yakshagaanakke olavu torisiddara parinaamavaagi jaanapada,aitihaasika,kaalpanika prasangagala tent melagalu huttikondavu.	18	
ನಂತರ ಅವನ ಆಳ್ವಿಕೆಯಲ್ಲಿ ನೈಲ್‌ ಪ್ರವಾಹ ಕಾಣಿಸಿಕೊಂಡಿದರಿಂದ ಈ ನಿರ್ಮಾಣ ಮತ್ತು ಗಣಿಗಾರಿಕೆ ಚಟುವಟಿಕೆಗಳ ಅವನ ಮಹತ್ವಾಕಾಂಕ್ಷೆಯು ಅಸಮರ್ಥವಾಯಿತು.	14	Nantara avana aalvikeyalli Nile pravaaha kaanisikondidarinda ee nirmaana mattu ganigaarike chatuvatikegala avana mahatvaakaanksheyu asamarthavaayitu.	14	
ಉತ್ತಮ ವ್ಯವಸಾಯ ಯ೦ತ್ರೋಪಕಣಗಳು ಇ೦ಥ ಸಾಧನೆಗೆ ಸಹಕಾರಿಯಾಗಿವೆ.	6	Uttama vyavasaaya yantropakanagalu intha saadhanege sahakaariyaagive.	6	
ಈ ಎರಡು ಸಿಸ್ಟಮಿಕ್ ಅಪಧಮನಿಗಳು ಮುಂಭಾಗಕ್ಕೆ ಹೋಗುವಾಗ ಒಂದರ ಮೇಲೊಂದು ಅಡ್ಡಹಾಯುವುದರಿಂದ ಟ್ರಂಕಸ್ ಆರ್ಟೀರಿಯೋಸಸ್ ಸ್ವಲ್ಪ ತಿರುಚಿಕೊಂಡಿದೆ.	13	Ee eradu systemic apadhamanigalu mumbhaagakke hoguvaaga ondara melondu addahaaayuvudarinda Trunk's arteriosus svalpa tiruchikondide.	13	
ಭಾರತದ ವಿರಾಮಕೂಟಗಳಲ್ಲಿ ಈ ಆಟ ಹೆಚ್ಚು ಬಳಕೆಯಲ್ಲಿದೆ.	6	Indiada viraamakootagalalli ee aata hechchu balakeyallide.	6	
ಇದರ ಹಿಂದೊಂದು ಶಾಪದ ಕಥೆ ಹೀಗಿದೆ.	5	Idara hindondu shaapada kathe heegide.	5	
ಆಮೇಲೆ ಮೂರು ದಿನಗಳಲ್ಲಿ ಯಾರಿಗೂ ಬೇಡದೆ ಬಿಟ್ಟ ಪದಾರ್ಥಗಳನ್ನು ಊಟ ಮಾಡತಕ್ಕದ್ದು.	9	Aamele mooru dinagalalli yaarigoo bedade bitta padaarthagalannu oota maadatakkaddu.	9	
ಇವರು ಮೆಲ್ಬರ್ನ್‌ನ ಲೈಸಿಯಂ ಕ್ಲಬ್ ಮತ್ತು ಮಹಿಳಾ ಬರಹಗಾರರ ಸಂಘದ ಮೊದಲ ಅಧ್ಯಕ್ಷರಾಗಿದ್ದರು.	10	Ivaru Melbourne lyceum Club mattu mahilaa barahagaarara sanghada modala adhyaksharaagiddaru.	10	
ಡುವ್ವುರಿ ಸುಬ್ಬಾರಾವ್ ಇವರು ಭಾರತೀಯ ರಿಜರ್ವ್ ಬ್ಯಾಂಕ್ನ ೨೨ನೇಯ ಗವರ್ನರರು.	8	Duvvuri Subbarao ivaru bhaarateeya Reserve Bankna 22neya Governeraru.	8	
ಇದು ನೀರು ಮಿಠಾಯಿಗಿಂತ ತಣ್ಣಗಿರುವ ಕಾರಣದಿಂದಾಗಿ ತನ್ನ ಸ್ಥಿತಿಯಿಂದ ಮಾರ್ಪಡುವಾಗ ಯಾವುದೇ ಶೇಷವನ್ನು ಉಳಿಸುವುದಿಲ್ಲ.	11	Idu neeru mithaayiginta tannagiruva kaaranadindaagi tanna sthitiyinda maarpaduvaaga yaavude sheshavannu ulisuvudilla.	11	
ಫಿಲಿಪ್ಸ್ ಯುದ್ಧಕ್ಕೆ ಮುಂಚೆ ಮತ್ತು ಯುದ್ಧದ ನಂತರ ಜರ್ಮನ್ ಆಕ್ರಮಣ ಸೇನೆಗಳಿಗೆ ಅಪಾರ ಪ್ರಮಾಣದ ವಿದ್ಯುತ್ ಉಪಕರಣಗಳನ್ನು ಸರಬರಾಜು ಮಾಡಿತು ಎಂದು ನಂಬಲಾಗಿದೆ.	17	Philips yuddhakke munche mattu yuddhada nantara jarman aakramana senegalige apaara pramaanada vidyut upakaranagalannu sarabaraaju maaditu endu nambalaagide.	17	
ಆಧುನಿಕ ಕಾಲದಲ್ಲಿ, ಹೆಚ್ಚುವರಿ ಪರೀಕ್ಷೆಗಳನ್ನು ಮಾಡಬಹುದು.	5	Aadhunika kaaladalli, hechchuvari pareekshegalannu maadabahudu.	5	
ಅಸ್ವಸ್ಥತೆಯ ಕಾರಣದಿಂದ ಹಲವಾರು ವರ್ಷಗಳ ನಂತರ, 2003 ರಲ್ಲಿ ನಿಧನರಾದರು.	8	Asvasthateya kaaranadinda halawaru varshagala nantara, 2003 ralli nidhanaraadaru.	8	
ಈ ತೆರಿಗೆಯಿಂದ ವ್ಯರ್ಥವೆಚ್ಚ ಜಾಸ್ತಿ.	4	Ee terigeyinda vyarthavechcha jaasti.	4	
ಫುಪ್ಪಸ ಕ್ಷಯ ರೋಗ	3	Phuppasa kshaya roga	3	
ಗಗನಯಾತ್ರಿಗಳಾದ ಜಿಂಗ್ ಹೈಪೆಂಗ್‌ ಮತ್ತು ಚೆಂಗ್ ಡಾಂಗ್ ಅವರು ಟಿಯಾಂಗಾಂಗ್-2 ಬಾಹ್ಯಾಕಾಶ ಪ್ರಯೋಗಾಲಯದಲ್ಲಿ 30 ದಿನಗಳನ್ನು ಕಳೆದು ಮರಳಿದ್ದಾರೆ.	14	Gaganayaatrigalaada Jing Hypeng mattu Cheng Dong avaru Tiangang-2 baahyaakaasha prayogaalayadalli 30 dinagalannu kaledu maraliddaare.	14	
ಸಿಬಿಎಸ್ ಕೇಬಲ್, ಕಂಪನಿಯ ಆರಂಭಿಕ ಮತ್ತು ಮಧ್ಯ (ನಿಂತು ಹೋದ)ಕೇಬಲ್ ಪ್ರಸಾರ.	9	CBS cable, companyya aarambhika mattu madhya (nintu hoda)cable prasaara.	9	
ಕೆಲವು ಎಂಟು ವರ್ಷಗಳಷ್ಟು ದೀರ್ಘಕಾಲ ಜೀವಿಸುತ್ತವೆ.	5	Kelavu entu varshagalashtu deerghakaala jeevisuttave.	5	
ಜ್ಯೋತಿಬಾ ಅವರ ತತ್ವ್ತ ಮತ್ತು ಪ್ರಗತಿಪರ ದೃಷ್ಟಿಕೋನವನ್ನು ತಮ್ಮದಾಗಿಸಿಕೊಳ್ಳುವ ಸಾವಿತ್ರಿಬಾಯಿಯವರು ಜೀವಮಾನವಿಡೀ ಪತಿಯೊಂದಿಗೆ ಹೆಗಲಿಗೆ ಹೆಗಲುಕೊಟ್ಟು ನಿಲ್ಲುತ್ತಾರೆ.	13	Jyothiba avara tatvta mattu pragatipara drushtikonavannu tammadaagisikolluva Savitribayiyavaru jeevamaanavidee patiyondige hegalige hegalukottu nilluttaare.	13	
ಅಂದರೆ ಇದರ ಸುಪರ್ದಿಗೆ ಬಂದ ನಂತರ ಅದರ ಗುಣಮಟ್ಟ ಸುಧಾರಿಸುತ್ತದೆ ಎಂಬರ್ಥ.	9	Andare idara supardige banda nantara adara gunamatta sudhaarisuttade embartha.	9	
ಅಶೋಕನು ರ್ಕಿ.	2	Ashokanu rki.	2	
ಅವರು ಬಂಗಾಳಿ ಮಹಾ ವಿದ್ವಾಂಸ.	4	Avaru Bengali mahaa vidvaamsa.	4	
ಈ ಕೃತಿಯಲ್ಲಿ ಕಂಡುಬರುವ ಶೈಲಿಹದ , ನಾಟ್ಯಮಯವಾದ ಸನ್ನಿವೇಶಗಳು , ಪಾತ್ರಗಳಲ್ಲಿ ಕಂಡುಬರುವ ವೈವಿಧ್ಯ , ಇವೆಲ್ಲವನ್ನೂ ವ್ಯಾಪಿಸಿರುವ ದರ್ಶನ ಇವುಗಳಿಂದ ಈ ಕೃತಿಯನ್ನು ರಾಘವಾಂಕನ ಮಹಾಕಾವ್ಯವೆಂದು ಹೇಳಬಹುದು.	21	Ee krutiyalli kandubaruva shailihada , naatyamayavaada sanniveshagalu , paatragalalli kandubaruva vaividhya , ivellavannoo vyaapisiruva darshana ivugalinda ee krutiyannu Raghavankana Mahakavyavendu helabahudu.	21	
ಅವರ ಪುತ್ರ ಜಯಂತ್ ನರ್ಲಿಕಾರ್ ಖಗೋಳವಿಜ್ಞಾನಿಯಾಗಿದ್ದಾರೆ ಮತ್ತೊಂದು ಪುತ್ರ, ಅನಂತ್ ನರ್ಲಿಕಾರ್ ಸಹ ಒಂದು ವಿಜ್ಞಾನಿ.	12	Avara putra Jayant Narlikar khagolavijnaaniyaagiddaare mattondu putra, Anant Narlikar saha ondu vijnaani.	12	
ಮೀ ದೂರದಲ್ಲಿರುವ ಗುಂಡಿಯ ಚೆಕ್ ಪೋಸ್ಟ್ ಬಳಿ ಇದೆ.	7	Mee dooradalliruva gundiya check post bali ide.	7	
ಎಂದು ಅರ್ಥಸೂಚಿಸುವ ಪ್ರಾರ್ಥನಾವಿಧಿಯ ಕರೆಯಾದ ಪುಂಡಲೀಕವರದ ಹರಿ ವಿಠ್ಠಲ!	7	Endu arthasoochisuva praarthanaavidhiya kareyaada Pundalikavarada Hari Viththala!	7	
ಆದ್ದರಿಂದ ಅರ್ಜುನನಲ್ಲಿ ಕಾಣುವ ವಿಷಾದ ಅಹಿಂಸೆಯಿಂದ ಅಥವಾ ವಿರಾಗದಿಂದ ಮೂಡಿಬಂದ ವಿಷಾದವಲ್ಲ.	9	Aaddarinda Arjunanalli kaanuva vishaada ahimseyinda athavaa viraagadinda moodibanda vishaadavalla.	9	
ಈ ಎಲ್ಲ ಕಥೆಗಳಲ್ಲೂ ಒಂದು ವಿಶೆಷವಾದ ಸಾಮ್ಯತೆಯನ್ನು ಕಾಣಬಹುದು..	7	Ee ella kathegalalloo ondu visheshavaada saamyateyannu kaanabahudu..	7	
